date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:09:43	26270/26270	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db845-669e%22	https://demo.dashboardpack.com/finance-html/vendors/datatable/js/buttons.flash.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/js/buttons.flash.min.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:43	101953/101953	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db847-18e41%22	https://demo.dashboardpack.com/finance-html/vendors/datatable/js/jszip.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/js/jszip.min.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:45	1093430/1093430	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db847-10af36%22	https://demo.dashboardpack.com/finance-html/vendors/datatable/js/pdfmake.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/js/pdfmake.min.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:45	926204/926204	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db847-e2219%22	https://demo.dashboardpack.com/finance-html/vendors/datatable/js/vfs_fonts.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/js/vfs_fonts.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:45	24801/24801	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db845-60e1%22	https://demo.dashboardpack.com/finance-html/vendors/datatable/js/buttons.html5.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/js/buttons.html5.min.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:46	2311/2311	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db845-907%22	https://demo.dashboardpack.com/finance-html/vendors/datatable/js/buttons.print.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/js/buttons.print.min.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:46	156728/156728	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db82c-26438%22	https://demo.dashboardpack.com/finance-html/js/chart.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/js/chart.min.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:46	3120/3120	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db852-1917%22	https://demo.dashboardpack.com/finance-html/vendors/progressbar/jquery.barfiller.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/progressbar/jquery.barfiller.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:46	13074/13074	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db85e-5b31%22	https://demo.dashboardpack.com/finance-html/vendors/tagsinput/tagsinput.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/tagsinput/tagsinput.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:47	183859/183859	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db860-50def%22	https://demo.dashboardpack.com/finance-html/vendors/text_editor/summernote-bs4.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/text_editor/summernote-bs4.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:47	4726/4726	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db82c-1eb5%22	https://demo.dashboardpack.com/finance-html/js/custom.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/js/custom.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:47	457774/457774	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83c-6fc4e%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/apexcharts.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/apexcharts.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:47	2977/2977	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db82a-1a40%22	https://demo.dashboardpack.com/finance-html/js/active_chart.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/js/active_chart.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:48	1482/1482	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83c-a78%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/radial_active.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/radial_active.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:48	609/609	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83d-3d1%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/stackbar.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/stackbar.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:48	527/527	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83b-2d0%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/area_chart.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/area_chart.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:48	673/673	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83b-3fe%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/bar_active_1.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/bar_active_1.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:49	2508/2508	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83e-1532%22	https://demo.dashboardpack.com/finance-html/vendors/chartjs/chartjs_active.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/chartjs/chartjs_active.js	(from https://demo.dashboardpack.com/finance-html/index.html)
00:09:49	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db863-1339c%22	https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify.eot?-fvbane	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify9f24.eot	(from https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/themify-icons.css)
00:09:50	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db863-1339c%22	https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify.eot?	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themifyd41d.eot	(from https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/themify-icons.css)
00:09:50	56108/56108	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db864-db2c%22	https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify.woff?-fvbane	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify9f24.woff	(from https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/themify-icons.css)
00:09:51	78584/78584	---M--	200	added ('OK')	application/octet-stream	etag:%22632db864-132f8%22	https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify.ttf?-fvbane	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify9f24.ttf	(from https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/themify-icons.css)
00:09:51	234630/234630	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db864-39486%22	https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify.svg?-fvbane	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/themefy_icon/fonts/themify9f24.svg	(from https://demo.dashboardpack.com/finance-html/vendors/themefy_icon/themify-icons.css)
00:09:51	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:09:51%20GMT	https://demo.dashboardpack.com/finance-html/vendors/owl_carousel/css/owl.video.play.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/owl_carousel/css/owl.video.play.png	(from https://demo.dashboardpack.com/finance-html/vendors/owl_carousel/css/owl.carousel.css)
00:09:53	129352/129352	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db848-1f948%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.eot	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.eot	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:54	129352/129352	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db848-1f948%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.eot?	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400d41d.eot	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:54	74508/74508	---M--	200	added ('OK')	application/font-woff2	etag:%22632db849-1230c%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.woff2	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.woff2	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:55	87352/87352	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db84a-15538%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.woff	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.woff	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:56	129048/129048	---M--	200	added ('OK')	application/octet-stream	etag:%22632db849-1f818%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.ttf	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.ttf	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:56	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:09:56%20GMT	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.svg	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-brands-400.svg	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:57	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db84a-8654%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.eot	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.eot	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:57	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db84a-8654%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.eot?	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400d41d.eot	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:58	13580/13580	---M--	200	added ('OK')	application/font-woff2	etag:%22632db84b-350c%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.woff2	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.woff2	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:58	16804/16804	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db84a-41a4%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.woff	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.woff	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:59	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%22632db84a-852c%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.ttf	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.ttf	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:09:59	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:09:58%20GMT	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.svg	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-regular-400.svg	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:00	192116/192116	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db84b-2ee74%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.eot	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.eot	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:00	192116/192116	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db84b-2ee74%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.eot?	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900d41d.eot	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:00	75440/75440	---M--	200	added ('OK')	application/font-woff2	etag:%22632db84c-126b0%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.woff2	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.woff2	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:01	98020/98020	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db84c-17ee4%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.woff	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.woff	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:01	191832/191832	---M--	200	added ('OK')	application/octet-stream	etag:%22632db84c-2ed58%22	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.ttf	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.ttf	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:02	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:01%20GMT	https://demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.svg	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/font_awesome/webfonts/fa-solid-900.svg	(from https://demo.dashboardpack.com/finance-html/vendors/font_awesome/css/all.min.css)
00:10:02	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:01%20GMT	https://demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_both.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_both.png	(from https://demo.dashboardpack.com/finance-html/vendors/datatable/css/jquery.dataTables.min.css)
00:10:03	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:02%20GMT	https://demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_asc.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_asc.png	(from https://demo.dashboardpack.com/finance-html/vendors/datatable/css/jquery.dataTables.min.css)
00:10:03	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:02%20GMT	https://demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_desc.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_desc.png	(from https://demo.dashboardpack.com/finance-html/vendors/datatable/css/jquery.dataTables.min.css)
00:10:03	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:03%20GMT	https://demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_asc_disabled.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_asc_disabled.png	(from https://demo.dashboardpack.com/finance-html/vendors/datatable/css/jquery.dataTables.min.css)
00:10:04	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:03%20GMT	https://demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_desc_disabled.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/datatable/images/sort_desc_disabled.png	(from https://demo.dashboardpack.com/finance-html/vendors/datatable/css/jquery.dataTables.min.css)
00:10:04	17342/17342	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db860-43be%22	https://demo.dashboardpack.com/finance-html/vendors/text_editor/fonts/summernote.eot	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/text_editor/fonts/summernote.eot	(from https://demo.dashboardpack.com/finance-html/vendors/text_editor/summernote-bs4.css)
00:10:05	10604/10604	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db861-296c%22	https://demo.dashboardpack.com/finance-html/vendors/text_editor/fonts/summernote.woff	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/text_editor/fonts/summernote.woff	(from https://demo.dashboardpack.com/finance-html/vendors/text_editor/summernote-bs4.css)
00:10:05	17156/17156	---M--	200	added ('OK')	application/octet-stream	etag:%22632db860-4304%22	https://demo.dashboardpack.com/finance-html/vendors/text_editor/fonts/summernote.ttf	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/text_editor/fonts/summernote.ttf	(from https://demo.dashboardpack.com/finance-html/vendors/text_editor/summernote-bs4.css)
00:10:06	203700/203700	---M--	200	added ('OK')	application/octet-stream	etag:%22632db84f-31bb4%22	https://demo.dashboardpack.com/finance-html/vendors/material_icon/MaterialIcons-Regular.ttf	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/material_icon/MaterialIcons-Regular.ttf	(from https://demo.dashboardpack.com/finance-html/vendors/material_icon/material-icons.css)
00:10:06	203780/203780	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db84f-31c04%22	https://demo.dashboardpack.com/finance-html/vendors/material_icon/material-icons.woff	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/material_icon/material-icons.woff	(from https://demo.dashboardpack.com/finance-html/vendors/material_icon/material-icons.css)
00:10:06	13413/13413	---M--	200	added ('OK')	image/png	etag:%22632db81d-3465%22	https://demo.dashboardpack.com/finance-html/img/diamond.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/diamond.png	(from https://demo.dashboardpack.com/finance-html/css/style1.css)
00:10:07	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:06%20GMT	https://demo.dashboardpack.com/finance-html/img/progress/progress-bg.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/progress/progress-bg.png	(from https://demo.dashboardpack.com/finance-html/css/style1.css)
00:10:07	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:06%20GMT	https://demo.dashboardpack.com/finance-html/img/progress/design-progress-yellow.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/progress/design-progress-yellow.png	(from https://demo.dashboardpack.com/finance-html/css/style1.css)
00:10:07	284/284	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Jun%202023%2017:10:07%20GMT	https://demo.dashboardpack.com/finance-html/img/progress/design-progress-red.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/progress/design-progress-red.png	(from https://demo.dashboardpack.com/finance-html/css/style1.css)
00:10:08	2944/2944	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db82b-1a1f%22	https://demo.dashboardpack.com/finance-html/js/active_chart2.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/js/active_chart2.js	(from https://demo.dashboardpack.com/finance-html/index_2.html)
00:10:09	1270/1270	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83c-8c6%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/radial_active_min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/radial_active_min.js	(from https://demo.dashboardpack.com/finance-html/index_2.html)
00:10:10	609/609	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83d-3d1%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/stackbar2.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/stackbar2.js	(from https://demo.dashboardpack.com/finance-html/index_2.html)
00:10:10	674/674	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83b-3ff%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/bar_active_2.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/bar_active_2.js	(from https://demo.dashboardpack.com/finance-html/index_2.html)
00:10:10	2475/2475	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83e-1511%22	https://demo.dashboardpack.com/finance-html/vendors/chartjs/chartjs_active2.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/chartjs/chartjs_active2.js	(from https://demo.dashboardpack.com/finance-html/index_2.html)
00:10:12	1510669/1510669	---M--	200	added ('OK')	image/jpeg	etag:%22632db81d-170d0d%22	https://demo.dashboardpack.com/finance-html/img/card2.jpg	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/card2.jpg	(from https://demo.dashboardpack.com/finance-html/css/style1.css)
00:10:12	6906/6906	---M--	200	added ('OK')	image/png	etag:%22632db824-1afa%22	https://demo.dashboardpack.com/finance-html/img/messages/1.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/messages/1.png	(from https://demo.dashboardpack.com/finance-html/mail_box.html)
00:10:14	507937/507937	---M--	200	added ('OK')	image/png	etag:%22632db81c-7c021%22	https://demo.dashboardpack.com/finance-html/img/banner.png	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/banner.png	(from https://demo.dashboardpack.com/finance-html/carousel.html)
00:10:14	6888/6888	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83f-34c7%22	https://demo.dashboardpack.com/finance-html/vendors/chartjs/chartjs_init.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/chartjs/chartjs_init.js	(from https://demo.dashboardpack.com/finance-html/chartjs.html)
00:10:14	42700/42700	---M--	200	added ('OK')	image/jpeg	etag:%22632db81b-a6cc%22	https://demo.dashboardpack.com/finance-html/img/card.jpg	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/img/card.jpg	(from https://demo.dashboardpack.com/finance-html/profilebox.html)
00:10:15	5570/5570	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db83b-2206%22	https://demo.dashboardpack.com/finance-html/vendors/apex_chart/apexchart_lists.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/apex_chart/apexchart_lists.js	(from https://demo.dashboardpack.com/finance-html/apex_chart.html)
00:10:16	2181/2181	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db84d-f1b%22	https://demo.dashboardpack.com/finance-html/vendors/jquery-sparkline/spactkine_init.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/jquery-sparkline/spactkine_init.js	(from https://demo.dashboardpack.com/finance-html/chart_sparkline.html)
00:10:16	62675/62675	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db84d-f4d3%22	https://demo.dashboardpack.com/finance-html/vendors/jquery-sparkline/jquery.sparkline.min.js	D:/web%20ca%20nhan%20ban%20hang/adminWeb/demo.dashboardpack.com/finance-html/vendors/jquery-sparkline/jquery.sparkline.min.js	(from https://demo.dashboardpack.com/finance-html/chart_sparkline.html)
